"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Adam Cracknell","ADAM.CRACKNELL","8471490","14-15","CBJ","R","R",1985-07-15,29,2004,9,279,17,157.73,0,0.38,0,0.38,6.09,9.13,10.27,0.36,0,0,3.96,2.28,1.14,1.52,15.98,7.99,0.38,0.38,0,0,0,7.23,13.69,-6.47
"Adam Cracknell","ADAM.CRACKNELL","8471490","15-16","EDM","R","R",1985-07-15,30,2004,9,279,8,83.95,0,0,0,0,8.58,10.72,12.15,1.05,0,0,9.8,2.14,0.71,2.14,21.44,7.15,1.43,0,0,0,-1.43,2.86,6.43,-3.57
"Adam Cracknell","ADAM.CRACKNELL","8471490","15-16","VAN","R","R",1985-07-15,30,2004,9,279,44,505.15,0.59,0.48,0.12,1.19,6.41,8.91,11.76,0.48,9.26,6.67,5.36,2.49,1.31,2.38,10.93,5.94,0.71,0.83,0,0,0.12,16.75,24.47,-7.72
"Adam Cracknell","ADAM.CRACKNELL","8471490","16-17","DAL","R","R",1985-07-15,31,2004,9,279,69,677.6,0.8,0.27,0.27,1.33,7,10.36,13.99,0.59,11.39,7.69,5.65,3.19,1.33,1.68,7.97,4.43,0.44,1.15,0,0,0.71,11.33,13.28,-1.95
"Adam Cracknell","ADAM.CRACKNELL","8471490","17-18","DAL","R","R",1985-07-15,32,2004,9,279,1,8.58,0,0,0,0,13.99,13.99,20.98,0.21,0,0,1.5,0,6.99,13.99,13.99,0,0,0,0,0,0,6.99,6.99,0
"Adam Cracknell","ADAM.CRACKNELL","8471490","17-18","NYR","R","R",1985-07-15,32,2004,9,279,4,25.25,0,0,0,0,9.5,9.5,11.88,0.5,0,0,5.25,2.38,0,2.38,23.76,7.13,0,0,0,0,0,2.38,4.75,-2.38
"Adam Cracknell","ADAM.CRACKNELL","8471490","18-19","ANA","R","R",1985-07-15,33,2004,9,279,2,20.5,0,0,0,0,8.78,8.78,11.71,0.59,0,0,6.67,0,2.93,0,17.56,5.85,0,0,0,0,0,0,0,0
"Adam Edstrom","ADAM.EDSTROM","8481726","23-24","NYR","C","L",2000-10-12,22,2019,6,161,11,91.48,1.31,0,0,1.31,4.59,5.25,6.56,0.7,28.57,25,13.38,1.31,2.62,0.66,17.05,7.21,0.66,0.66,0,0,0,0,0,0
"Adam Edstrom","ADAM.EDSTROM","8481726","24-25","NYR","C","L",2000-10-12,23,2019,6,161,51,466.87,0.64,0.39,0.13,1.16,5.14,7.58,9.25,0.96,12.5,8.47,12.64,4.37,2.44,0.9,12.08,4.37,0.77,0.64,0.13,0.13,-0.13,0,0.51,-0.51
"Adam Erne","ADAM.ERNE","8477454","16-17","T.B","L","L",1995-04-20,21,2013,2,33,26,278.82,0.65,0,0,0.65,7.75,11.41,12.91,0.62,8.33,5.66,5.43,2.8,1.08,0.43,14.85,4.73,0.65,0.86,0.22,0.22,0.22,0,0.22,-0.22
"Adam Erne","ADAM.ERNE","8477454","17-18","T.B","L","L",1995-04-20,22,2013,2,33,23,229.85,0.78,0,0.26,1.04,7.57,10.96,12.79,0.66,10.34,7.14,6.05,1.83,1.04,1.04,9.66,5.22,0.52,0.78,0.26,0.26,0.26,1.31,0.78,0.52
"Adam Erne","ADAM.ERNE","8477454","18-19","T.B","L","L",1995-04-20,23,2013,2,33,65,631.37,0.48,0.48,0.67,1.62,5.7,8.84,11.69,0.54,8.33,5.38,6.05,2.28,0.76,1.43,14.92,5.04,0.86,0.67,0.19,0.19,-0.19,0.67,0.76,-0.1
"Adam Erne","ADAM.ERNE","8477454","19-20","DET","L","L",1995-04-20,24,2013,2,33,56,599.72,0.2,0.3,0,0.5,5.8,7.5,10,0.48,3.45,2.67,6.41,2.5,2.7,0.5,13.91,2.9,0.8,0.5,0,0,-0.3,1.9,1.1,0.8
"Adam Erne","ADAM.ERNE","8477454","20-21","DET","L","L",1995-04-20,25,2013,2,33,45,546.73,0.88,0,0.55,1.43,6.8,8.89,10.43,0.72,12.9,9.88,8.07,1.76,0.66,0.99,8.78,2.96,0.66,0.22,0.22,0.22,-0.44,1.87,1.21,0.66
"Adam Erne","ADAM.ERNE","8477454","21-22","DET","L","L",1995-04-20,26,2013,2,33,79,961.33,0.31,0.44,0.25,1,6.37,8.24,10.55,0.53,4.9,3.79,6.45,2.62,1.19,1.37,9.99,4.31,0.62,0.69,0.12,0.12,0.06,1.93,1.69,0.25
"Adam Erne","ADAM.ERNE","8477454","22-23","DET","L","L",1995-04-20,27,2013,2,33,61,700.9,0.51,0.34,0.34,1.2,4.11,6.68,9.16,0.49,12.5,7.69,7.33,3.85,1.28,0.94,13.27,4.28,0.6,0.68,0.09,0.09,0.09,0.86,1.03,-0.17
"Adam Erne","ADAM.ERNE","8477454","23-24","EDM","L","L",1995-04-20,28,2013,2,33,24,180.63,0.33,0.33,0,0.66,4.32,5.31,8.64,0.41,7.69,6.25,7.62,1.66,1.33,1.33,22.59,6.64,0.33,0.33,0.33,0.33,0,1.33,1.66,-0.33
"Adam Fantilli","ADAM.FANTILLI","8484166","23-24","CBJ","C","L",2004-10-12,18,2023,1,3,49,641.83,0.93,0.75,0.37,2.06,8.04,12.06,17.67,0.79,11.63,7.75,6.52,2.34,1.31,1.59,5.7,4.86,0.65,1.12,0,0,0.47,14.49,18.98,-4.49
"Adam Fantilli","ADAM.FANTILLI","8484166","24-25","CBJ","C","L",2004-10-12,19,2023,1,3,82,1245.02,1.25,0.53,0.34,2.12,7.28,10.84,15.18,0.63,17.22,11.56,5.85,2.55,3.71,1.01,5.4,4.48,0.39,0.87,0,0,0.48,18.31,26.7,-8.39
"Adam Foote","ADAM.FOOTE","8456283","08-09","COL","D","R",1971-07-10,37,1989,2,22,42,661.72,0.09,0.09,0.45,0.63,1.54,2.36,3.63,0.08,5.88,3.85,3.23,4.53,2.18,1.18,3.81,3.72,1.18,0.09,0,0.09,-1,0,0,0
"Adam Foote","ADAM.FOOTE","8456283","09-10","COL","D","R",1971-07-10,38,1989,2,22,67,1093.4,0,0.11,0.16,0.27,1.37,2.52,4.17,0.06,0,0,2.28,4.39,1.04,0.38,4.88,3.13,1.1,0.55,0,0.05,-0.49,0,0,0
"Adam Foote","ADAM.FOOTE","8456283","10-11","COL","D","R",1971-07-10,39,1989,2,22,47,695.63,0,0.17,0.43,0.6,1.9,2.42,3.45,0.08,0,0,3.43,4.49,1.12,0.35,3.71,2.67,0.78,0.69,0.09,0.09,-0.09,0,0,0
"Adam Fox","ADAM.FOX","8479323","19-20","NYR","D","R",1998-02-17,21,2016,3,66,70,1149.98,0.31,0.63,0.31,1.25,5.11,7.15,10.02,0.3,6.12,4.38,4.2,4.38,2.66,2.71,1.72,4.64,0.52,0.31,0,0,-0.21,0,0,0
"Adam Fox","ADAM.FOX","8479323","20-21","NYR","D","R",1998-02-17,22,2016,3,66,55,980.62,0.12,0.55,0.55,1.22,4.04,5.69,7.4,0.22,3.03,2.15,3.94,4.28,1.77,1.96,1.28,3.43,0.37,0.18,0,0,-0.18,0,0,0
"Adam Fox","ADAM.FOX","8479323","21-22","NYR","D","R",1998-02-17,23,2016,3,66,78,1420.77,0.38,0.51,0.59,1.48,4.65,5.87,8.07,0.2,8.18,6.47,3.45,4.35,1.65,2.62,1.14,4.43,0.38,0.55,0,0,0.17,0,0,0
"Adam Fox","ADAM.FOX","8479323","22-23","NYR","D","R",1998-02-17,24,2016,3,66,82,1484.22,0.4,0.49,0.65,1.54,4.24,5.82,8.65,0.28,9.52,6.94,4.83,4.04,2.34,2.71,0.85,3.44,0.44,0.44,0,0,0,0,0,0
"Adam Fox","ADAM.FOX","8479323","23-24","NYR","D","R",1998-02-17,25,2016,3,66,72,1273.5,0.47,0.61,0.52,1.6,4.24,6.22,9.52,0.24,11.11,7.58,3.94,4.48,1.18,1.74,1.84,3.86,0.52,0.71,0,0,0.19,0,0,0
"Adam Fox","ADAM.FOX","8479323","24-25","NYR","D","R",1998-02-17,26,2016,3,66,74,1297.87,0.32,0.83,0.46,1.62,4.25,6.84,11.46,0.32,7.61,4.73,4.63,3.93,3,1.34,1.39,4.11,0.55,0.28,0,0,-0.28,0,0,0
"Adam Gaudette","ADAM.GAUDETTE","8478874","17-18","VAN","C","R",1996-10-03,20,2015,5,149,5,59.87,0,0,0,0,9.02,14.03,20.04,0.66,0,0,4.71,3.01,4.01,1,2,6.01,0,0,0,0,0,6.01,9.02,-3.01
"Adam Gaudette","ADAM.GAUDETTE","8478874","18-19","VAN","C","R",1996-10-03,21,2015,5,149,56,534.08,0.56,0.34,0.22,1.12,5.17,7.53,10.34,0.48,10.87,7.46,6.37,1.69,0.67,1.12,5.39,5.62,1.01,1.57,0,0,0.56,15.39,23.14,-7.75
"Adam Gaudette","ADAM.GAUDETTE","8478874","19-20","VAN","C","R",1996-10-03,22,2015,5,149,59,630.95,0.67,0.57,0.57,1.81,5.61,8.75,11.51,0.61,11.86,7.61,6.96,1.71,1.24,2,2.76,4.09,1.05,0.86,0.1,0.1,-0.19,15.12,21.11,-5.99
"Adam Gaudette","ADAM.GAUDETTE","8478874","20-21","CHI","C","R",1996-10-03,23,2015,5,149,7,80.2,0.75,1.5,0,2.24,5.24,8.23,11.97,0.59,14.29,9.09,7.18,1.5,1.5,2.24,2.99,4.49,0,1.5,0,0,1.5,0.75,2.24,-1.5
"Adam Gaudette","ADAM.GAUDETTE","8478874","20-21","VAN","C","R",1996-10-03,23,2015,5,149,33,319.27,0.56,0,0.19,0.75,9.96,13.34,15.41,1.07,5.66,4.23,8.06,3.76,0.56,1.13,2.26,5.26,0.94,0.94,0,0,0,6.95,9.96,-3.01
"Adam Gaudette","ADAM.GAUDETTE","8478874","21-22","CHI","C","R",1996-10-03,24,2015,5,149,8,73.43,0,0,0.82,0.82,6.54,8.99,13.07,0.59,0,0,6.55,0.82,0.82,1.63,6.54,4.9,1.63,2.45,0,0,0.82,1.63,1.63,0
"Adam Gaudette","ADAM.GAUDETTE","8478874","21-22","OTT","C","R",1996-10-03,24,2015,5,149,50,510.53,0.35,0.59,0.35,1.29,7.76,10.46,13.87,0.62,4.55,3.37,5.9,1.06,1.41,2.12,7.29,3.88,0.47,0.35,0.12,0.12,-0.12,5.99,7.52,-1.53
"Adam Gaudette","ADAM.GAUDETTE","8478874","23-24","STL","C","R",1996-10-03,26,2015,5,149,2,19.6,0,0,0,0,0,3.06,3.06,0.18,0,0,6,3.06,0,3.06,12.24,0,3.06,0,0,0,-3.06,0,0,0
"Adam Gaudette","ADAM.GAUDETTE","8478874","24-25","OTT","R","R",1996-10-03,27,2015,5,149,81,719.38,1.33,0.33,0.25,1.92,6.26,9.09,12.59,0.72,21.33,14.68,7.88,2.25,2.5,0.58,5.67,4.75,0.33,0.25,0,0,-0.08,14.1,14.1,0
"Adam Ginning","ADAM.GINNING","8480874","22-23","PHI","D","L",2000-01-13,22,2018,2,50,1,16.4,0,0,0,0,0,3.66,3.66,0.11,0,0,3,7.32,0,0,3.66,0,3.66,0,0,0,-3.66,0,0,0
"Adam Ginning","ADAM.GINNING","8480874","23-24","PHI","D","L",2000-01-13,23,2018,2,50,9,119.2,0.5,0,0,0.5,3.02,4.03,7.55,0.07,16.67,12.5,1.62,4.53,2.52,1.01,8.56,4.53,0,0,0,0,0,0,0,0
"Adam Ginning","ADAM.GINNING","8480874","24-25","PHI","D","L",2000-01-13,24,2018,2,50,1,12.57,0,0,0,0,0,0,14.32,0,0,0,0,4.77,4.77,0,4.77,14.32,0,0,0,0,0,0,0,0
"Adam Hall","ADAM.HALL","8467925","08-09","T.B","R","R",1980-08-14,28,1999,2,52,74,625.88,0.38,0.29,0.1,0.77,7.67,10.07,12.46,0.6,5,3.81,6.01,1.82,0.48,1.44,7.67,6.23,0.29,1.44,0.29,0.29,1.15,11.02,8.63,2.4
"Adam Hall","ADAM.HALL","8467925","10-11","T.B","R","R",1980-08-14,30,1999,2,52,82,953.9,0.44,0.38,0.13,0.94,9.81,12.89,14.59,0.85,4.49,3.41,6.57,2.52,0.75,0.75,9.31,6.86,0.5,1.13,0.13,0.13,0.63,16.61,11.57,5.03
"Adam Hall","ADAM.HALL","8467925","11-12","T.B","R","R",1980-08-14,31,1999,2,52,57,502.42,0.24,0.48,0.12,0.84,6.93,8.96,9.79,0.52,3.45,2.67,5.79,1.79,0.48,0.96,10.39,4.66,0.48,0.72,0.12,0.12,0.24,22.09,13.85,8.24
"Adam Hall","ADAM.HALL","8467925","12-13","CAR","R","R",1980-08-14,32,1999,2,52,6,56.57,0,0,0,0,3.18,6.36,9.55,0.33,0,0,5.17,4.24,1.06,1.06,20.15,2.12,0,0,0,0,0,1.06,5.3,-4.24
"Adam Hall","ADAM.HALL","8467925","12-13","PHI","R","R",1980-08-14,32,1999,2,52,11,92.22,0,0,0,0,7.81,11.71,12.36,0.62,0,0,5.28,3.9,1.3,1.95,7.16,6.51,0,0.65,0,0,0.65,14.96,10.41,4.55
"Adam Hall","ADAM.HALL","8467925","12-13","T.B","R","R",1980-08-14,32,1999,2,52,20,160.53,0,0.75,0.37,1.12,5.61,6.73,7.1,0.31,0,0,4.61,2.24,1.12,2.24,10.47,5.98,0.75,1.5,0.37,0.37,0.75,26.16,19.06,7.1
"Adam Hall","ADAM.HALL","8467925","13-14","PHI","R","R",1980-08-14,33,1999,2,52,80,539.57,0.22,0.22,0.22,0.67,5.45,7.23,9.23,0.41,4.08,3.08,5.69,2.67,0.56,1.22,8.01,6.56,0.89,0.44,0.11,0.11,-0.44,22.35,13.01,9.34
"Adam Henrique","ADAM.HENRIQUE","8474641","10-11","N.J","C","L",1990-02-06,20,2008,3,82,1,12.6,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,4.76,-4.76
"Adam Henrique","ADAM.HENRIQUE","8474641","11-12","N.J","C","L",1990-02-06,21,2008,3,82,74,1080.32,0.67,0.67,0.67,2,5.66,6.94,8.11,0.61,11.76,9.6,8.81,2.22,1.11,2.05,4.5,2.89,0,0.67,0.06,0.06,0.67,22.33,24.16,-1.83
"Adam Henrique","ADAM.HENRIQUE","8474641","12-13","N.J","C","L",1990-02-06,22,2008,3,82,42,565.88,0.53,0.32,0,0.85,5.73,8.38,10.18,0.69,9.26,6.33,8.19,1.17,0.74,1.8,2.76,3.29,0.74,0.74,0,0,0,27.46,26.4,1.06
"Adam Henrique","ADAM.HENRIQUE","8474641","13-14","N.J","C","L",1990-02-06,23,2008,3,82,77,1030.8,0.87,0.29,0.35,1.51,5.47,7.39,9.37,0.67,15.96,11.81,9.11,2.27,1.28,2.15,3.84,3.78,0.41,0.87,0,0,0.47,16.59,21.42,-4.83
"Adam Henrique","ADAM.HENRIQUE","8474641","14-15","N.J","C","L",1990-02-06,24,2008,3,82,75,1030.48,0.58,0.41,0.35,1.34,6.23,7.69,10.71,0.6,9.35,7.58,7.78,2.1,0.87,1.57,3.2,4.13,0.58,0.47,0,0,-0.12,11.12,9.67,1.46
"Adam Henrique","ADAM.HENRIQUE","8474641","15-16","N.J","C","L",1990-02-06,25,2008,3,82,80,1112.23,1.02,0.16,0.54,1.73,5.88,7.39,9.22,0.64,17.43,13.87,8.67,2.05,1.08,1.46,2.91,3.61,0.38,0.59,0.05,0.05,0.22,24.49,30.64,-6.15
"Adam Henrique","ADAM.HENRIQUE","8474641","16-17","N.J","C","L",1990-02-06,26,2008,3,82,82,1071.28,0.62,0.5,0.34,1.46,5.82,8.18,10.53,0.68,10.58,7.53,8.29,2.74,1.06,1.85,4.37,4.37,0.67,0.78,0,0,0.11,24.48,26.88,-2.41
"Adam Henrique","ADAM.HENRIQUE","8474641","17-18","ANA","C","L",1990-02-06,27,2008,3,82,57,772.4,0.93,0.47,0.31,1.71,4.97,7.46,9.71,0.62,18.75,12.5,8.35,3.11,1.55,1.55,3.26,3.57,0.31,0.47,0,0,0.16,21.98,24.78,-2.8
"Adam Henrique","ADAM.HENRIQUE","8474641","17-18","N.J","C","L",1990-02-06,27,2008,3,82,24,295.25,0.41,0.61,0.2,1.22,7.52,9.35,11.99,0.85,5.41,4.35,9.07,1.83,0.61,2.24,3.05,4.67,0.61,0.61,0,0,0,20.12,20.12,0
"Adam Henrique","ADAM.HENRIQUE","8474641","18-19","ANA","C","L",1990-02-06,28,2008,3,82,82,1035.15,0.58,0.58,0.35,1.51,4.93,7.65,8.98,0.61,11.76,7.58,7.95,3.54,1.22,1.74,4,3.71,0.52,0.64,0,0,0.12,25.04,22.32,2.72
"Adam Henrique","ADAM.HENRIQUE","8474641","19-20","ANA","C","L",1990-02-06,29,2008,3,82,71,947.27,1.08,0.57,0.25,1.9,7.79,11.59,13.55,0.85,13.82,9.29,7.37,1.77,1.71,1.27,4.24,2.22,0.51,0.63,0,0,0.13,25.27,22.04,3.23
"Adam Henrique","ADAM.HENRIQUE","8474641","20-21","ANA","C","L",1990-02-06,30,2008,3,82,45,581.68,1.13,0.52,0.21,1.86,6.09,8.15,10.52,0.55,18.64,13.92,6.75,2.99,1.65,0.93,3.92,2.79,0.31,0.21,0.1,0.1,-0.1,25.07,20.63,4.44
"Adam Henrique","ADAM.HENRIQUE","8474641","21-22","ANA","C","L",1990-02-06,31,2008,3,82,58,847.07,0.78,0.71,0.57,2.05,7.86,10.98,13.1,0.92,9.91,7.1,8.4,3.33,1.27,1.2,1.27,2.9,0.21,0.42,0,0,0.21,13.46,11.26,2.2
"Adam Henrique","ADAM.HENRIQUE","8474641","22-23","ANA","C","L",1990-02-06,32,2008,3,82,62,789.23,1.14,0.3,0.46,1.9,7.22,8.97,11.48,0.81,15.79,12.71,9.01,2.43,2.13,1.06,1.98,2.43,0.76,0.53,0,0,-0.23,10.57,9.96,0.61
"Adam Henrique","ADAM.HENRIQUE","8474641","23-24","ANA","C","L",1990-02-06,33,2008,3,82,60,734.38,0.82,0.57,0.49,1.88,6.05,9.15,12.17,0.8,13.51,8.93,8.71,2.7,0.82,1.47,4.09,4,0.57,0.49,0,0,-0.08,26.23,21,5.23
"Adam Henrique","ADAM.HENRIQUE","8474641","23-24","EDM","C","L",1990-02-06,33,2008,3,82,22,289.12,1.25,0.42,0.21,1.87,5.81,9.55,11,0.96,21.43,13.04,10.07,4.15,1.45,0.83,8.3,3.11,0.21,0.62,0,0,0.42,16.6,13.49,3.11
"Adam Henrique","ADAM.HENRIQUE","8474641","24-25","EDM","C","L",1990-02-06,34,2008,3,82,81,964.05,0.56,0.25,0.25,1.06,4.98,7.53,9.4,0.7,11.25,7.44,9.24,4.36,3.3,1.06,3.42,2.93,0.37,0.25,0,0,-0.12,25.89,19.11,6.78
"Adam Johnson","ADAM.JOHNSON","8480341","18-19","PIT","C","L",1994-06-22,24,2012,NA,NA,6,31.83,0,1.89,1.89,3.77,5.66,5.66,9.43,0.53,0,0,9.33,5.66,1.89,3.77,20.74,13.2,0,0,0,0,0,0,0,0
"Adam Johnson","ADAM.JOHNSON","8480341","19-20","PIT","C","L",1994-06-22,25,2012,NA,NA,7,46.6,1.29,1.29,0,2.58,6.44,6.44,7.73,0.5,20,20,7.8,3.86,1.29,1.29,5.15,11.59,1.29,0,0,0,-1.29,0,0,0
"Adam Klapka","ADAM.KLAPKA","8483609","23-24","CGY","R","R",2000-09-14,23,2018,NA,NA,6,40.57,1.48,0,0,1.48,5.92,5.92,8.87,0.49,25,25,8.25,4.44,1.48,1.48,31.06,14.79,2.96,1.48,1.48,1.48,-1.48,0,1.48,-1.48
"Adam Klapka","ADAM.KLAPKA","8483609","24-25","CGY","R","R",2000-09-14,24,2018,NA,NA,31,288.52,1.25,0.83,0,2.08,9.15,12.27,15.6,0.99,13.64,10.17,8.08,5.2,2.08,1.25,22.04,6.65,1.25,0.83,0.21,0.21,-0.42,1.25,2.29,-1.04
"Adam Larsson","ADAM.LARSSON","8476457","11-12","N.J","D","R",1992-11-12,18,2011,1,4,65,1194.55,0.1,0.25,0.2,0.55,2.96,3.97,6.23,0.09,3.39,2.53,2.29,3.16,1.81,0.55,4.37,5.17,0.45,0.2,0,0,-0.25,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","12-13","N.J","D","R",1992-11-12,19,2011,1,4,37,615.88,0,0.29,0.29,0.58,2.92,3.9,6.53,0.08,0,0,1.95,3.7,1.85,1.66,3.51,5.94,0.58,0.49,0,0,-0.1,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","13-14","N.J","D","R",1992-11-12,20,2011,1,4,26,424.52,0.14,0.28,0,0.42,2.69,4.24,7.21,0.07,5.26,3.33,1.67,4.52,1.41,0.57,5.51,5.09,0.71,0.42,0,0,-0.28,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","14-15","N.J","D","R",1992-11-12,21,2011,1,4,64,1100.03,0.16,0.44,0.49,1.09,4.64,6.38,9.22,0.16,3.53,2.56,2.56,4.75,1.47,0.82,4.36,5.18,0.71,0.33,0,0,-0.38,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","15-16","N.J","D","R",1992-11-12,22,2011,1,4,82,1520.95,0.08,0.24,0.28,0.59,2.45,3.91,5.92,0.11,3.23,2.02,2.91,4.22,0.83,0.75,5.84,6.11,0.79,0.16,0.12,0.08,-0.67,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","16-17","EDM","D","R",1992-11-12,23,2011,1,4,79,1428.68,0.17,0.08,0.46,0.71,3.4,5,8.19,0.12,4.94,3.36,2.36,5.33,2.81,1.05,9.79,6.01,0.8,0.21,0,0,-0.59,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","17-18","EDM","D","R",1992-11-12,24,2011,1,4,63,1211.13,0.2,0.1,0.3,0.59,4.26,6.14,9.21,0.19,4.65,3.23,3.13,5.45,2.03,0.94,10.8,5,0.74,0.25,0,0,-0.5,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","18-19","EDM","D","R",1992-11-12,25,2011,1,4,82,1577.52,0.11,0.23,0.3,0.65,4.22,6.24,9.01,0.15,2.7,1.83,2.33,4.11,2.36,0.87,8.94,4.91,0.61,0.19,0,0,-0.42,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","19-20","EDM","D","R",1992-11-12,26,2011,1,4,49,871.58,0.07,0.14,0.21,0.41,4.13,6.4,8.67,0.15,1.67,1.08,2.41,4.61,2.13,1.1,7.16,4.47,0.69,0.07,0.07,0,-0.69,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","20-21","EDM","D","R",1992-11-12,27,2011,1,4,56,943.02,0.25,0.13,0.25,0.64,3.18,5.66,8.08,0.14,8,4.49,2.54,6.62,1.91,0.57,9.23,5.41,0.7,0.19,0,0,-0.51,0.06,0,0.06
"Adam Larsson","ADAM.LARSSON","8476457","21-22","SEA","D","R",1992-11-12,28,2011,1,4,82,1582.8,0.3,0.34,0.19,0.83,4.28,6.37,9.51,0.16,7.08,4.76,2.46,3.83,1.25,0.72,6.1,3.34,0.76,0.19,0.04,0.04,-0.57,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","22-23","SEA","D","R",1992-11-12,29,2011,1,4,82,1652.65,0.25,0.44,0.36,1.05,4.97,7.3,10.53,0.24,5.11,3.48,3.28,4.72,1.05,1.13,7.3,3.56,0.62,0.18,0.04,0.04,-0.44,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","23-24","SEA","D","R",1992-11-12,30,2011,1,4,81,1574.27,0.15,0.15,0.34,0.65,4.69,6.82,11.13,0.27,3.25,2.23,3.92,3.89,0.65,0.72,5.68,3.09,0.65,0.34,0.04,0,-0.34,0,0,0
"Adam Larsson","ADAM.LARSSON","8476457","24-25","SEA","D","R",1992-11-12,31,2011,1,4,82,1473.08,0.16,0.33,0.41,0.9,3.99,6.76,10.1,0.2,4.08,2.41,2.93,4.28,1.96,1.3,3.71,3.5,0.45,0.16,0.04,0.04,-0.29,0,0,0
"Adam Lowry","ADAM.LOWRY","8476392","14-15","WPG","L","L",1993-03-29,21,2011,3,67,80,996.52,0.6,0.42,0.06,1.08,5.78,7.83,9.99,0.7,10.42,7.69,8.93,1.69,0.78,1.32,15.05,7.23,0.72,0.72,0.12,0.06,-0.06,22.16,24.99,-2.83
"Adam Lowry","ADAM.LOWRY","8476392","15-16","WPG","L","L",1993-03-29,22,2011,3,67,74,855.75,0.49,0.35,0.28,1.12,4.7,6.1,7.99,0.54,10.45,8.05,8.91,2.45,1.05,1.68,12.27,4.21,0.84,0.56,0.21,0.21,-0.28,21.74,24.89,-3.16
"Adam Lowry","ADAM.LOWRY","8476392","16-17","WPG","L","L",1993-03-29,23,2011,3,67,82,970.97,0.56,0.31,0.25,1.11,5.62,7.54,9.52,0.67,9.89,7.38,8.83,2.35,1.11,1.3,12.24,6.36,0.62,0.62,0.12,0.12,0,29.66,28.05,1.61
"Adam Lowry","ADAM.LOWRY","8476392","17-18","WPG","L","L",1993-03-29,24,2011,3,67,45,536.42,0.78,0.89,0.45,2.13,6.49,8.39,9.95,0.64,12.07,9.33,7.61,2.57,0.34,2.01,12.75,6.04,0.34,0.78,0,0,0.45,34.67,24.16,10.51
"Adam Lowry","ADAM.LOWRY","8476392","18-19","WPG","L","L",1993-03-29,25,2011,3,67,78,943,0.7,0.25,0.25,1.21,6.04,8.59,10.63,0.71,11.58,8.15,8.24,2.23,1.21,2.42,13.62,6.55,0.45,0.83,0.19,0.19,0.38,31.43,22.14,9.29
"Adam Lowry","ADAM.LOWRY","8476392","19-20","WPG","L","L",1993-03-29,26,2011,3,67,49,603.53,0.2,0.2,0.3,0.7,5.96,7.65,9.74,0.5,3.33,2.6,6.51,1.59,0.8,2.29,12.92,6.46,0.4,0.2,0.3,0.3,-0.2,27.64,21.77,5.87
"Adam Lowry","ADAM.LOWRY","8476392","20-21","WPG","L","L",1993-03-29,27,2011,3,67,52,623.15,0.87,0.58,0.58,2.02,6.26,8.18,10.78,0.65,13.85,10.59,8,2.41,0.87,1.16,14.06,7.61,0.39,0.58,0.1,0.1,0.19,25.61,24.17,1.44
"Adam Lowry","ADAM.LOWRY","8476392","21-22","WPG","C/L","L",1993-03-29,28,2011,3,67,79,952.25,0.57,0.13,0.06,0.76,5.99,8.51,10.33,0.8,9.47,6.67,9.39,2.08,1.13,1.7,13.55,5.99,0.38,0.38,0.44,0.44,0,27.98,22.24,5.73
"Adam Lowry","ADAM.LOWRY","8476392","22-23","WPG","C","L",1993-03-29,29,2011,3,67,82,952.47,0.57,0.44,0.44,1.45,5.92,8.95,10.27,0.88,9.57,6.34,9.79,2.2,1.13,1.51,9.51,6.68,0.57,0.5,0.31,0.31,-0.06,29.67,26.58,3.09
"Adam Lowry","ADAM.LOWRY","8476392","23-24","WPG","C","L",1993-03-29,30,2011,3,67,81,1063,0.56,0.56,0.4,1.52,6.1,9.88,12.19,1.05,9.26,5.71,10.6,2.6,0.56,1.69,9.6,6.21,0.45,0.62,0.34,0.34,0.17,29.63,30.42,-0.79
"Adam Lowry","ADAM.LOWRY","8476392","24-25","WPG","C","L",1993-03-29,31,2011,3,67,73,948.17,0.89,0.13,0.57,1.58,5.7,9.56,11.52,0.96,15.56,9.27,10.03,2.59,2.66,1.14,8.67,5.25,0.25,0.32,0.25,0.25,0.06,31.77,27.34,4.43
"Adam Mair","ADAM.MAIR","8466216","08-09","BUF","C","R",1979-02-15,29,1997,4,84,75,766.88,0.63,0.47,0.39,1.49,5.87,8.45,10.17,0.54,10.67,7.41,6.33,1.56,1.64,1.49,8.37,5.24,1.64,0.7,0.39,0.39,-0.94,14.94,15.73,-0.78
